article_id,title,cited_by,pub_year
2026,FREQUENCY‐DEPENDENT COMPLEX RESISTIVITY OF ROCK‐SALT SAMPLES AND RELATED PETROPHYSICAL PARAMETERS1,2556,1993
2027,Climate Smart Agriculture and Carbon Sequestration,469,1970
2028,"Low mid-infrared absorption tolane liquid crystals terminated by 2, 2-difluorovinyloxyl: synthesis, characterization and properties",293,1970
2029,Analytically pricing European-style options under the modified Black-Scholes equation with a spatial-fractional derivative,2497,2014
2030,Product selectivity in plasmonic photocatalysis for carbon dioxide hydrogenation,13987,2017
2031,An experimental and numerical investigation of flow over a hydrofoil in transient regimes based on wall-pressure analysis,1103,2008
2032,The calibration of mid-infrared star formation rate indicators,60140,2007
2033,Drosophila Sirt2/mammalian SIRT3 deacetylates ATP synthase β and regulates complex V activity,5425,2014
2034,Our Place in the Asian Century: Southeast Asia as ‘The Third Way’,2452,2012
2035,DE loop mutations affect β2-microglobulin stability and amyloid aggregation,1611,2008
2036,The economics of global environmental change,1999,1970
2037,A non parametric pre-grafting procedure for data fusion,572,2008
2038,Method of forming modified portion and magnetic recording member using this method,681,1993
2039,Use of Transcranial Doppler in Intensive Care Unit,2661,2017
2040,"El folletín, como producto de la cultura popular en la prensa de fines del siglo XIX. Entre el estereotipo y el reconocimiento de un género en el diario El Orden",32,1970
2041,Automatic selection of visual landmark for mobile robot navigation,1382,1998
2042,Hydrodynamic modelling of petroleum reservoirs using simulator MUFITS,241,2015
2043,Relationship between pollen emission and fruit production in olive (Olea europaea L.),1153,2005
2044,Block design performance in the Williams syndrome phenotype: A problem with mental imagery?,10480,2001
2045,Bowl versus Funnel Supramolecular Concept for CuI Complexes within the Biomimetic Tris (imidazole) Core,720,2013
2046,Chromosomal localization and genomic organization of genes encoding guanylyl cyclase receptors expressed in olfactory sensory neurons and retina,10413,1996
2047,"Ethical scrutiny of HIV testing in the ante-natal clinic of a secondary health care facility in Rivers State, Nigeria.",147,1970
2048,Protein‐mediated synthesis of uniform superparamagnetic magnetite nanocrystals,14521,2007
2049,Bounded model checking and inductive verification of hybrid discrete-continuous systems,905,1970
2050,Parallel algorithms for planar and spherical Delaunay construction with an application to centroidal Voronoi tessellations,2481,2013
2051,Competitive adsorption of malachite green and Pb ions on natural zeolite,29877,2007
2052,Local government reorganization,1885,1970
2053,Arterial blood gas levels in asthma: A systematic literature review,1028,2013
2054,Sensor for electrochemical measurement and method for diagnosing corrosion protective properties of metal surface coating by using the sensor,1572,1990
2055,Effect of Saccharomyces cerevisiae on the growth performance of crossbred pigs,286,1970
2056,Nonequilibrium Green’s function method for quantum thermal transport,14812,2014
2057,Social support network characteristics of incarcerated women with co-occurring major depressive and substance use disorders,2886,2014
2058,GIFT4 fusokine converts leukemic B cells into immune helper cells,1413,2016
2059,Dosimetry in photodynamic therapy and laser-induced fluorescence spectroscopy [3571-70],877,1970
2060,Water chemistry on surface defect sites: Chemidissociation versus physisorption on MgO (001),41465,1994
2061,Preserving due process or warehousing the undesirables: To what end the separation of judicial power of the Commonwealth,479,1970
2062,Degree Conditions for Matchability in 3‐Partite Hypergraphs,558,2018
2063,Carbohydrate composition of mucus released by scleractinian warm-and cold-water reef corals,1491,2010
2064,Hyleak: Hybrid analysis tool for information leakage,167,2017
2065,Imaging live cell membranes via surface plasmon-enhanced fluorescence and phase microscopy,3489,2010
2066,Bisquaternary dimers of strychnine and brucine. A new class of potent enhancers of antagonist binding to muscarinic M2 receptors,894,2003
2067,Inversion of magnetic resonance sounding data,2556,1970
2068,"Physical measures for auditory source width (ASW): Part 1. Discussion of the competing measures, Degree of interaural cross correlation (ICC) and lateral fraction (Lf), as a …",1005,1970
2069,A global meta‐analysis of the relative extent of intraspecific trait variation in plant communities,4213,2015
2070,Feature selection in mixed data: A method using a novel fuzzy rough set-based information entropy,13987,2016
2071,"Trasplante renal exitoso con protocolo de eculizumab, timoglobulina y belatacept en paciente altamente sensibilizada con síndrome hemolítico urémico atípico por mutación del …",61,2018
2072,Short and long-term visual deprivation leads to adapted use of audiovisual information for face-voice recognition,1011,2019
2073,A new approach to species distributional indicators for the Marine Strategy Framework Directive (MSFD),71,1970
2074,Indicators for Sustainable Prosperity ? Challenges and Potentials for Indicator use in Political Processes,63,2016
2075,Australia in Asia: episodes,2452,1970
2076,Stem cell transplantation and gene therapy for hemoglobinopathies.,3221,2005
2077,Improving stereo camera depth measurements and benefiting from intermediate results,1382,2010
2078,Tumor suppressor SCUBE2 inhibits breast-cancer cell migration and invasion through the reversal of epithelial–mesenchymal transition,10413,2014
2079,Classification of Four Eye Directions from EEG Signals for Eye-Movement-Based Communication Systems,116,1970
2080,High-throughput phospholipid profiling system based on supercritical fluid extraction–supercritical fluid chromatography/mass spectrometry for dried plasma spot analysis,5425,2012
2081,Biophysical Properties of a c-Type Heme in Chemotaxis Signal Transducer Protein DcrA,528,2005
2082,Development of Multifunctional Carbon Nanotube Nanocomposite Sensors for Structural Health Monitoring.,4119,1970
2083,Spring Influences on Olive Flowering and Threshold Temperatures Related to Reproductive Structure Formation,1153,2010
2084,Selective EPR detection of primary amines in water with a calix [6] azacryptand-based copper (II) funnel complex,720,2018
2086,Migraine with aura and migraine without aura: an epidemiological study,74403,1992
2087,The mid-infrared spectrum of star-forming galaxies: global properties of polycyclic aromatic hydrocarbon emission,60140,2007
2088,Enlarging the Kerr constant of polymer-stabilised blue phases with a novel chiral monomer,293,2016
2089,Environmental services associated with the reclamation of areas degraded by mining: potential for payments for environmental services,13,2016
2090,Field comparison of an eddy accumulation and an aerodynamic-gradient system for measuring pesticide volatilization fluxes,7167,1993
2091,A new predictor–corrector scheme for valuing American puts,2497,2011
2092,Assessing the quality of steady-state visual-evoked potentials for moving humans using a mobile electroencephalogram headset,2858,2014
2093,The comparative analysis of arterial wall thickness and arterial wall stiffness in smoking and non-smoking university students,2661,2012
2094,Fibrillar vs crystalline full-length β-2-microglobulin studied by high-resolution solid-state NMR spectroscopy,1611,2010
2095,Application of the reservoir simulator MUFITS for 3D modelling of CO2 storage in geological formations,241,2013
2096,Formation of fallopian tubal fluid: role of a neglected epithelium.,18325,2001
2097,Intact inner speech use in autism spectrum disorder: evidence from a short‐term memory task,10480,2008
2098,Human Welfare from Biodiversity,469,1970
2099,New modified Heart Rate Variability analysis as detector of epilectic seizures,1028,1970
2100,"Performance, kinetic, and biodegradation pathway evaluation of anaerobic fixed film fixed bed reactor in removing phthalic acid esters from wastewater",1211,2017
2101,A randomized trial of protocol-based care for early septic shock,17481,2014
2102,Psychometric testing of the modified Care Dependency Scale among hospitalized school‐aged children in Germany,131,2008
2103,"La prensa del norte argentino, en la encrucijada de la comunicación cultural. La página literaria del diario La Gaceta (1949-1951)",32,1970
2104,Robust Incremental Trees for Missing Data Imputation and Data Fusion,572,1970
2105,Cost vs. time in stochastic games and Markov automata,905,2017
2106,Titanium material for solid polymer fuel cell separator having low contact resistance and method of production of same,1572,2013
2107,An eddy closure for potential vorticity,2481,2011
2108,Experimental analysis of hydroelastic response of flexible hydrofoils,1103,1970
2109,Therapeutic relationships in group psychotherapy,2886,2008
2110,Cost benefit analysis of anthelminthic treatment on milk production in buffaloes,286,1970
2111,Parallel power flow calculation in electric distribution networks,6000,1996
2112,HIGH PERFORMANCE OF A NONEQUILIBRIUH DISK MHD GENERATOR,681,1970
2113,Hybrid-ionone and curcumin molecules as anticancer agents,1413,2013
2114,Oxygen and iron isotope studies of magnetite produced by magnetotactic bacteria,14521,1999
2115,Satisfaction with the police in neighborhood context,1885,1970
2116,First-principles molecular dynamics simulation of water dissociation on TiO2 (110),41465,1996
